Dec. 31 2017,244.60
Sept. 30 2017,226.62
June 30 2017,222.26
March 31 2017,207.77
Dec. 31 2016,227.70
Sept. 30 2016,239.00
June 30 2016,229.36
March 31 2016,204.68
Dec. 31 2015,208.40
Sept. 30 2015,255.50
June 30 2015,267.57
March 31 2015,265.58
Dec. 31 2014,291.97
Sept. 30 2014,284.54
June 30 2014,277.72
March 31 2014,271.77
Dec. 31 2013,250.72
Sept. 30 2013,291.77
June 30 2013,281.90
March 31 2013,245.43
Dec. 31 2012,239.04
Sept. 30 2012,237.56
June 30 2012,273.12
March 31 2012,221.21
Dec. 31 2011,283.81
Sept. 30 2011,292.55
June 30 2011,271.80
March 31 2011,270.24
Dec. 31 2010,122.63
Sept. 30 2010,117.39
June 30 2010,209.55
March 31 2010,200.20
Dec. 31 2009,250.88
Sept. 30 2009,207.80
June 30 2009,202.05
March 31 2009,206.30
Dec. 31 2008,437.60
Sept. 30 2008,521.75
June 30 2008,285.87
March 31 2008,204.79
Dec. 31 2007,134.44
Sept. 30 2007,150.41
June 30 2007,121.56
March 31 2007,111.98
Dec. 31 2006,128.63
Sept. 30 2006,133.83
June 30 2006,229.36
March 31 2006,307.98
Dec. 31 2005,371.58
Sept. 30 2005,351.09
June 30 2005,369.84
March 31 2005,343.39
Dec. 31 2004,386.22
Sept. 30 2004,238.63
June 30 2004,149.60
March 31 2004,130.14
Dec. 31 2003,149.02
Sept. 30 2003,161.67
June 30 2003,133.44
March 31 2003,147.08
Dec. 31 2002,174.63
Sept. 30 2002,196.38
June 30 2002,177.13
March 31 2002,173.25
Dec. 31 2001,229.28
Sept. 30 2001,219.36
June 30 2001,215.36
March 31 2001,197.13
Dec. 31 2000,125.10
Sept. 30 2000,30.75
June 30 2000,27.54
March 31 2000,25.36
Dec. 31 1999,14.54
Sept. 30 1999,38.41
June 30 1999,35.31
March 31 1999,40.44
Dec. 31 1998,44.08
Sept. 30 1998,58.84
June 30 1998,55.08
March 31 1998,61.50
